criticita,progetto,regione,provincia,comune,multicomune,gestore,strada,prog_ini,prog_fin,livello,criticita_descrizione,criticita_classe,criticita_funz_strada,criticita_opera,criticita_danno,intervento_prima_fase_descrizione,intervento_prima_fase_categoria,intervento_prima_fase_titolo,intervento_prima_fase_importo_investimenti,intervento_prima_fase_tempi_progetto,intervento_prima_fase_tempi_lavori,intervento_prima_fase_prorita,intervento_seconda_fase_descrizione,intervento_seconda_fase_categoria,intervento_seconda_fase_titolo,intervento_seconda_fase_importo_investimenti,intervento_seconda_fase_tempi_progetto,intervento_seconda_fase_tempi_lavori,intervento_seconda_fase_prorita,importo_complessivo,finanziamento,fondi_da_programmare
SPAP0220,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,1.05,1.02,1,Danni diffusi,Viabilità interrotta,Chiusa,Corpo stradale,"Muretti al margine della carreggiata
completamente demoliti o gravemente
danneggiati dal sisma. Lesioni sulla
pavimentazione.","Rimozione dei detriti e dei muretti
laterali esistenti e sostituzione con
barriera di sicurezza in metallo.
Ripristino della pavimentazione stradale.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino del
corpo stradale a prog. km 1+050","62.139,00",10,20,1,,,,,,,,"62.139,00",,"62.139,00"
SPAP0221,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,0.09,0.09,1,Ponte gravemente danneggiato,Viabilità interrotta,Chiusa,Opere d'arte,"Lesioni diffuse su tutta la struttura ed in
particolare in corrispondenza
dell’intradosso dell’arco e dei piedritti.
Crollo parziale dell’intradosso dell’arco
lato monte e del piedritto di destra.","Realizzazione di by‐pass in
affiancamento al ponte esistente
mediante tubo a sezione ribassata in
lastre di lamiera ondulata (luce 5,29 m –
freccia 3,28 m), completo di tutte le",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Realizzazione del by pass in
affiancamento al ponte alla prog. km
0+900","221.925,00",30,60,1,,,,,,,,"221.925,00",,"221.925,00"
SPAP0222,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,0.08,1.27,1,"Corpo stradale danneggiato tra muretti
di pulizia",Viabilità interrotta,Chiusa,Corpo stradale,"La strada è sostenuta da un muro in
pietra dell’altezza di 4‐5 m. Il piano
viabile presenta numerose lesioni e
dissesti, con abbassamenti più
accentuatti in prodssimità del muro di
sostegno. I danni al muro di sostegno
sembrano limitati al distacco di alcune
pietre del rivestimento.","Accertamento, mediante indagini
geotecniche e strutturali, dello stato del
muro di sostegno esistente (tale
accertamento deve essere eseguito
prima di ogni atro tipo di intervento).
Demolizione e ripristino della
sovrastruttura stradale; demolizione e
sostituzione dei muretti esistenti
danneggiati dal sisma con barriere in
metallo; realizzazione di un muro di
sottoscarpa in gabbioni nel tratto in
rilevato che precede il muro di sostegno
(intervento provvisorio per riaprire al
traffico in tempi brevi il tratto di strada
in questione).",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di primo ripristino
del corpo stradale a prog. km 0+800","147.950,00",15,30,1,"Realizzazione di una paratia di pali a
tergo del muro esistente e ripristino del
corpo stradale",B,"S.P. 129 ‐ Interventi di ripristino
definitivo della stabilità del corpo
stradale a prog. km 0+800","7.513.000,00",30,120,1,"887.700,00",,"887.700,00"
SPAP0223,"P1AP02_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,9.05,9.06,1,Caduta massi,Viabilità interrotta,Chiusa,"Barriere e
protezioni","Presenza di massi in posizione instabile
sul versante a monte della strada.","Ispezione e bonifica del versante a
monte della strada; disgaggio dei massi
pericolanti; barriera paramassi per circa
100 m.",Interventi strutturali per il ripristino delle condizioni di sicurezza,"S.P. 129 ‐ Interventi di protezione dalla
caduta massi prog. km 9,5","325.490,00",15,45,1,,,,,,,,"325.490,00",,"325.490,00"
SPAP0225,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,3.06,4.16,1,"La chiusura del tratto di strada in
questione non consente di raggiungere
le frazioni di Pescara del Tronto , Tufo e
Capodacqua",Viabilità interrotta,Chiusa,Corpo stradale,"Lesioni longitudinali sul p.v.,
sfondamenti, franamento di un tratto di
ca 30 m della corsia lato valle, presenza
di detriti provenienti dal crollo dei
fabbricati prospicienti la strada.","Allontanamento materiale proveniente
dal crollo degli edifici; realizzazione
muro di sottoscarpa in gabbioni per ca
150 m; ricostruzione del corpo stradale;
fornitura; posa in opera di barriera di
sicurezza; ripristino carreggiata in
prossimità del ponte ad arco esistente.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino del
corpo  stradale ed opere complementari
alla prog. km 3+600","414.260,00",30,60,1,,,,,,,,"414.260,00",,"414.260,00"
SPAP0226,"P1AP02_E_
1702",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP129,3.15,3.02,1,"La chiusura del tratto di strada in
questione non consente di raggiungere
le frazioni di Pescara del Tronto , Tufo e
Capodacqua",Viabilità interrotta,Chiusa,Corpo stradale,"Lesione longitudinale in mezzeria, con
abbassamento di ca 5 cm della corsia di
valle; danni al rivestimento in pietra del
muro di sottoscarpa.","Fresatura, risagomatura e ripristino
pavimentazione bituminosa per una
superficie di ca 4x50 mq; ripristino del
rivestimento in pietra del muro di
sottoscarpa.",Interventi di ripristino della viabilità interrotta,"S.P. 129 ‐ Interventi di ripristino del
corpo  stradale ed opere complementari
alla prog. km 3+150","14.795,00",5,15,1,,,,,,,,"14.795,00",,"14.795,00"
SPAP0401,,Marche,"Ascoli
Piceno",Castel di Lama,,"Provincia di
Ascoli
Piceno",SP176,5.58,6.04,2,"Pericolo di crollo edifici lesionati
prospicenti la strada",Viabilità interrotta,Chiusa,Edilizia,"Traffico deviato sulla SP 43 Mezzina  a
causa del pericolo di crolli di edifici","Demolizione/messa in sicurezza edifici e
rimozione macerie a cura del soggetto
attuatore competente",,,,,,,,,,,,,,,,
SPAP0501,,Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP197,0.04,0.05,2,"Pericolo di caduta massi; grossi blocchi
in prossimità della sede stradale; tratto
chiuso con ordinanza",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Grossi blocchi caduti su strada
provenienti dal fronte roccioso a monte.","Necessarie importanti indagini data
l'importanza e le dimensioni dei blocchi
distaccati. In corso studio ISPRA",,,,,,,,,,,,,,,,
SPAP0601,"P1AP06_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP20,8,9.54,2,"Caduta massi e movimenti franosi a
monte e a valle; strada interrotta con
impossibilità di raggiungere abitazioni
agibili del centro abitato di Colle",Viabilità interrotta,Chiusa,"Barriere e
protezioni",Caduta massi e  frana in località Colle,Opere di protezione dalla caduta massi,Interventi di ripristino della viabilità interrotta,"S.P. 20 ‐ Interventi di protezione dalla
caduta massi dal Km 8 al Km 9,5 ‐ Fase 1","517.825,00",15,30,2,"Definitiva messa in sicurezza del
versante ed opere complementari",B,"S.P. 20 ‐ Interventi di protezione dalla
caduta massi dal Km 8 al Km 9,5 ‐ Fase 2","151.515,00",45,180,2,"2.367.200,00",,"2.367.200,00"
SPAP0602,"P1AP06_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP20,7.02,7.07,2,Caduta massi,Viabilità interrotta,Chiusa,"Barriere e
protezioni","Presenza di massi ciclopici da 1 – 2 mc al
margine della carreggiata, caduti dalla
parete rocciosa a lato della strada. Su
alcuni di tali massi è stata riscontrata la
presenza di ancoraggi spezzati,
evidentemente sottodimensionati.
Presenza di blocchi aggettanti instabili.
Presenza di massi in posizione instabile
lungo il pendio a monte della strada.","Perlustrazione, disgaggio e bonifica della
scarpata a monte della strada;
demolizione di spuntoni di roccia
pericolanti; ancoraggi e/o
sottomurazioni per il consolidamento di
blocchi aggettanti instabili;
rafforzamento corticale con rete
metallica e trefoli per circa 1000 mq;
barriera paramassi per circa 150 m;
ripristino barriere di sicurezza.",Interventi di ripristino della viabilità interrotta,"S.P. 20 ‐ Interventi di disgaggio,
consolidamento del versante e ripristino
delle reti paramassi alla prog. km 7,2","517.825,00",15,30,2,,,,,,,,"517.825,00",,"517.825,00"
SPAP0701,,Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP221,0.04,0.04,2,Chiesetta di Forca Canapine,Viabilità interrotta,Chiusa,Edilizia,Instabilità chiesa Forche Canapine,"Demolizione/messa in sicurezza chiesa e
rimozione macerie a cura del soggetto
attuatore competente",,,,,,,,,,,,,,,,
SPAP0801,"P1AP08_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP34,1,6,1,Dissesti del piano viabile,Viabilità interrotta,Chiusa,Corpo stradale,"Dissesti e profonde lesioni  della
carreggiata stradale in vari tratti","Ripristino della carreggiata stradale con
rifacimento dell’intero pacchetto
stradale e risagomature",Interventi di ripristino della viabilità interrotta,"S.P. 34 ‐ Interventi di ripristino del corpo
stradale a prog. km 1","88.770,00",15,60,1,,,,,,,,"88.770,00",,"88.770,00"
SPAP0802,"P1AP08_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP34,4.06,4.09,1,"Presenza si massi in posizione instabile
sul versante a monte della strada",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Nessun danno al piano viabile. Pericolo
di caduta massi sul piano viabile","Ripristino protezione dei versanti in vari
tratti",Interventi di ripristino della viabilità interrotta,"S.P. 34 ‐ Interventi di ripristino
perlustrazione, bonifica e disgaggio del
versante a prog. km 4+600","51.783,00",5,15,1,"Ripristino protezione dei versanti in vari
tratti, demolizione di spuntoni di roccia
pericolanti e barriera paramassi per 200",A,"S.P. 34 ‐ Interventi definitivi di messa in
sicurezza dalla caduta massi a prog. km
4+600","4.802.000,00",30,60,1,"525.223,00",,"525.223,00"
SPAP0803,"P1AP08_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP34,5.02,6,1,"Pericolo di caduta massi e materiale fine
sul piano viabile",Viabilità interrotta,Chiusa,"Barriere e
protezioni","Caduta materiale roccioso e fine dal
costone a monte depositato a margine
della carreggiata","Rivestimento scarpata con rete metallica
di protezione h=10 m lunghezza 800m",Interventi di ripristino della viabilità interrotta,"S.P. 34 ‐ Interventi di posa in opera di
reti paramassi a prog. km 5,2","177.540,00",10,60,1,,,,,,,,"177.540,00",,"177.540,00"
SPAP1001,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,0.07,1.15,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con
limitazioni",Viabilità interrotta,Chiusa,Corpo stradale,"Profonda lesione di circa un metro in
corrispondenza della banchina in terra
per una lunghezza di circa 50 ml dovuto
al movimento franoso di valle che ha
comportato il totale distaccamento tra
piano viabile e banchina in terra","Risarcimento della lesione mediate
l’apposizione di micropali a quinconce
con sovrastante cordolo  e rifacimento
della pavimentazione stradale 50 m *6,5
m di larghezza apposizione di barriera
stradale",Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale ed opere complementari alla
prog. km 0+700","372.834,00",30,60,1,,,,,,,,"372.834,00",,"372.834,00"
SPAP1002,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,0.08,1.25,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con",Viabilità interrotta,Chiusa,"Opere
complementari","Diffuse lesioni della pavimentazione
stradale","Muro di sottoscarpa in gabbioni per 50
ml e ripristino della carreggiata stradale",Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale ed opere complementari alla
prog. km 0+800","44.385,00",15,30,1,,,,,,,,"44.385,00",,"44.385,00"
SPAP1003,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,1.02,1.25,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con",Viabilità interrotta,Chiusa,Corpo stradale,"Diffuse lesioni della pavimentazione
stradale e cedimento localizzato",Ripristino della carreggiata stradale,Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale alla prog. km 1+200","44.385,00",10,20,1,"Pali di fondazione a tergo del muro per
ml 30",B,"S.P. 64 ‐ Interventi di ripristino della
stabilità della sede stradale alla prog. km
1+200","3.193.300,00",30,60,1,"362.478,00",,"362.478,00"
SPAP1004,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,1.08,2.25,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con",Viabilità interrotta,Chiusa,Corpo stradale,"Diffuse lesioni della pavimentazione
stradale","Ripristino della carreggiata stradale e
realizzazione di gabbionate a valle per
un’altezza di 3m e lunghezza di 30 ml;
sostituzione barriere di sicurezza.",Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale ed opere complementari alla
prog. km 1+800","44.385,00",15,30,1,,,,,,,,"44.385,00",,"44.385,00"
SPAP1005,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,1.09,1.09,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con",Viabilità interrotta,Chiusa,Corpo stradale,"Diffuse lesioni logitudinali della
pavimentazione stradale nella corsia di
valle","Ripristino della carreggiata stradale per
50 ml e 6,50m di larghezza, sostituzione
delle barriere di sicurezza.",Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale alla prog. km 1+900","44.385,00",15,30,1,,,,,,,,"44.385,00",,"44.385,00"
SPAP1006,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,2.02,2.02,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con",Viabilità interrotta,Chiusa,Corpo stradale,Cedimento della banchina,"Ricarica della banchina e ripristino della
carreggiata stradale per 50 ml e 3,50m di
larghezza",Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale alla prog. km 2+200","36.988,00",5,15,1,,,,,,,,"36.988,00",,"36.988,00"
SPAP1007,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,2.03,2.03,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con",Viabilità interrotta,Chiusa,Corpo stradale,"Lesioni alla pavimentazione stradale e
distacco banchina in terra con ampia
lesione","Ricarica della banchina e ripristino della
carreggiata stradale per 40 ml e 6,50 m
di larghezza; installazione barriere di
sicurezza",Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale alla prog. km 2+300","44.385,00",10,30,1,,,,,,,,"44.385,00",,"44.385,00"
SPAP1008,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,2.04,2.04,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con",Viabilità interrotta,Chiusa,Corpo stradale,"Lesioni longitudinali della
pavimentazione stradale in
corrispondenza della corsia di valle","Muro di sottoscarpa in gabbioni per 50
ml e ripristino della carreggiata stradale",Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale alla prog. km 2+400","44.385,00",10,30,1,,,,,,,,"44.385,00",,"44.385,00"
SPAP1009,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,2.05,2.05,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con",Viabilità interrotta,Chiusa,Corpo stradale,"Lesioni longitudinali della
pavimentazione stradale in
corrispondenza di tutto il piano viabile","Ripristino della carreggiata stradale per
50 ml",Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale alla prog. km 2+500","36.988,00",5,20,1,,,,,,,,"36.988,00",,"36.988,00"
SPAP1010,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,2.06,2.06,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con
limitazioni",Viabilità interrotta,Chiusa,Corpo stradale,"Lesioni longitudinali della
pavimentazione stradale in
corrispondenza di tutto il piano viabile,
frana di valle evidenziata dalla lesioni
sulla pavimentazione stradale e sul","Paratia di pali l=50 ml demolizione e
rifacimento pavimentazione L=150 m
larghezza 6,50 m; installazione di
barriere di sicurezza",Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale ed opere complementari alla
prog. km 2+600","517.825,00",30,60,1,,,,,,,,"517.825,00",,"517.825,00"
SPAP1011,"P1AP10_E_
1701",Marche,"Ascoli
Piceno",Arquata del Tronto,,"Provincia di
Ascoli
Piceno",SP64,3.02,3.02,1,"Strada chiusa a seguito di danni
strutturali diffusi conseguenti agli eventi
sismici, e per i quali non è stato possibile
riaprire al traffico, neanche con",Viabilità interrotta,Chiusa,Corpo stradale,"Lesioni sul corpo stradale, crollo muro di
sottoscarpa e della banchina","Berlinese tirantata di micropali con
cordolo l=7m barriera per 50 m+
superbinder 100 m larghezza 6.5 m",Interventi di ripristino della viabilità interrotta,"S.P. 64 ‐ Interventi di ripristino del corpo
stradale ed opere complementari alla
prog. km 3+200","591.800,00",30,90,1,,,,,,,,"591.800,00",,"591.800,00"
